Family,ocean_combined_1000_1,ocean_combined_1000_2,ocean_combined_1000_3,ocean_combined_1000_4,ocean_combined_1000_5,ocean_combined_10000_1,ocean_combined_10000_2,ocean_combined_10000_3,ocean_combined_10000_4,ocean_combined_10000_5,ocean_combined_100000_1,ocean_combined_100000_2,ocean_combined_100000_3,ocean_combined_100000_4,ocean_combined_100000_5,ocean_combined_1000000_1,ocean_combined_1000000_2,ocean_combined_1000000_3,ocean_combined_1000000_4,ocean_combined_1000000_5,ocean_combined_10000000_1,ocean_combined_10000000_2,ocean_combined_10000000_3,ocean_combined_10000000_4,ocean_combined_10000000_5
Ascidiacea,0.004,0.01,0.007,0.01,0.008,0.0093,0.0073,0.0107,0.0086,0.0096,0.0089,0.00897,0.00932,0.00904,0.00941,0.008987,0.008927,0.008954,0.008863,0.008987,0.0088882,0.0089296,0.0089038,0.0089225,0.0089473
Ascobolaceae,,,,,,,,,,,,,,,,,,,,,2.5e-06,1.7e-06,2.1e-06,2.3e-06,2.5e-06
Ascoideaceae,,,,,,,,,,,,,,,,,,,,,,,,9e-07,
Asilidae,,,,,,,,,,,,,,,,2e-06,,,,,4e-07,6e-07,5e-07,5e-07,3e-07
Asparagaceae,,,,,,,,,,,,,,,,,,2e-06,,,5e-07,2e-07,4e-07,2e-07,7e-07
Aspergillaceae,,,,,,,,,,,0.00022,0.00023,0.00018,0.00021,0.0002,0.000217,0.000221,0.000179,0.000217,0.000212,0.0002192,0.000221,0.0002178,0.00022,0.0002191
Aspidiscidae,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07,3e-07,2e-07,5e-07
Aspidogastrea,,,,,,,,,,,,,,,,,,,,,2e-07,,4e-07,4e-07,4e-07
Asplanchnidae,,,,,,,,,,,,,,,,,,,6e-06,,6.3e-06,1.08e-05,1.06e-05,8.6e-06,6.4e-06
Astacidae,,,,,,,,,,,,,,,,,,,,,4e-07,,3e-07,,
Astasiidae,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,1.7e-06,2e-07
Asteraceae,,,,,,,,,,,,,,,,,,,,,,8e-07,6e-07,9e-07,7e-07
Asteriidae,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Asterocheridae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Asteromyzostomidae,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Atheliales,,,,,,,,,,,,,,,,,,,,,2e-07,,,,3e-07
Atherospermataceae,,,,,,,,,,,,,,,,,,,2e-06,,3e-07,6e-07,3e-07,3e-07,3e-07
Atopobiaceae,,,,,,,,,,,,,,,,,,,,,,,,3e-07,
Atractosporaceae,,,,,,,,,,,,,,,,,,,,,2.6e-06,2e-06,1.6e-06,2.4e-06,2.5e-06
Attelabidae,,,,,,,,,,,,,,,2e-05,4e-06,5e-06,4e-06,,4e-06,4.5e-06,4.2e-06,4.3e-06,4.4e-06,4.7e-06
Atyidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Aulacoseiraceae,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Aulosphaeridae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Aurantimonadaceae,,,,,,,,,,,,,,,,1.1e-05,9e-06,9e-06,9e-06,1.1e-05,5.5e-06,5e-06,6.8e-06,6.1e-06,6.2e-06
Auriculariaceae,,,,,,,,,,,0.00014,,,,0.00012,9e-05,9.2e-05,8.1e-05,0.0001,9.1e-05,7.86e-05,8.02e-05,8.04e-05,8.36e-05,8.44e-05
Auriscalpiaceae,,,,,,,,,,,,,,0.0002,0.00021,8.5e-05,0.000157,0.000136,5.4e-05,0.00019,0.0001023,0.0001144,0.000108,0.0001137,0.0001081
Austrobaileyaceae,,,,,,,,,,,,,,,,,,,,,6e-07,7e-07,,,
Austroperlidae,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Austrophasmatidae,,,,,,,,,,,,,,,,,,,,,7e-07,6e-07,9e-07,6e-07,4e-07
Axinellida,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Axinellidae,,,,,,,,,,,,,,,,,,,,,4e-07,,,,
Axonolaimidae,,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07
Azonexaceae,,,,,,,,,,,,,,,,,,,,,1e-06,1.4e-06,1e-06,1.4e-06,7e-07
Azospirillaceae,,,,,,,,,,,,,,,,,,,,,1.3e-06,1.5e-06,1.3e-06,1.1e-06,1.3e-06
B01R012,,,,,,,,,,,,,,,,,,,,,9e-07,7e-07,5e-07,9e-07,1.1e-06
B142,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
B2M28,,,,,,,,,,,0.00035,0.00039,0.00018,0.0002,0.00023,0.000172,0.000185,0.000167,0.000186,0.000184,0.0001771,0.0001728,0.0001733,0.000176,0.0001664
B79,,,,,,,,,,,,,,,,,,,,,3e-07,,,,
BCf3-20,,,,,,,,,,,,,,,,7e-06,8e-06,5e-06,7e-06,1.5e-05,7.9e-06,7.8e-06,7.6e-06,7.1e-06,7.6e-06
BD2-11 terrestrial group,,,,,,,,,,,3e-05,,3e-05,,,2.5e-05,1.3e-05,1.9e-05,2.4e-05,2e-05,2.07e-05,2.23e-05,2.33e-05,2.23e-05,2.35e-05
BD2-3,,,,,,,,,,,,,,,,,4e-06,,,,2.1e-06,1.6e-06,1.4e-06,1.5e-06,2e-06
BD2-7,,,,,,,,,,,7e-05,,8e-05,,9e-05,6.1e-05,6.4e-05,7.3e-05,5e-05,5.5e-05,4.1e-05,4.3e-05,4.45e-05,4.44e-05,4.74e-05
BD7-11,,,,,,,,,,,3e-05,,3e-05,3e-05,,2.2e-05,1.5e-05,2.6e-05,2.1e-05,2e-05,1.92e-05,2.07e-05,1.78e-05,1.85e-05,1.81e-05
BD72BR169,,,,,,,,,,,,,,,,,,,,,7e-07,,8e-07,,9e-07
BIrii41,,,,,,,,,,,,,,,,,,2e-06,2e-06,,4e-06,4.6e-06,3.2e-06,3.8e-06,3.9e-06
BMS9AB35,,,,,,,,,,,,,,,,,,,,,,,4e-07,,3e-07
BS-K-E9,,,,,,,0.0003,,,,5e-05,0.0001,0.0001,,7e-05,6.1e-05,6.3e-05,7.1e-05,7e-05,6.2e-05,7.66e-05,7.72e-05,7.72e-05,7.49e-05,7.55e-05
BSLdp215,,,,,,,,,,,,,,,,,,,,,2e-07,,,,2e-07
BSN166,,,,,,,,,,,,,,,,,,,,,1.5e-06,9e-07,1.1e-06,9e-07,1.5e-06
BSV26,,,,,,,,,,,,,,,,,,,,,6.7e-06,4.6e-06,8.6e-06,5.5e-06,5.1e-06
Babeliaceae,,,,,,,,,,,,,,,,,,,,,2.9e-06,4.6e-06,4.3e-06,2.8e-06,2.7e-06
Babeliales,,,,,,,,,,,,,,,,,,,,,1.8e-06,1.8e-06,1e-06,1.5e-06,1.7e-06
Babesiidae,,,,,,,,,,,,,,,,1.5e-05,1.2e-05,1.6e-05,6e-05,1.2e-05,3.93e-05,4.48e-05,5.33e-05,5.15e-05,4.39e-05
Bacillaceae,,,,,,,,,,,0.00023,0.0002,0.00037,0.00023,0.00011,0.000766,0.00075,0.000431,0.000566,0.000585,0.0007869,0.0008362,0.0007627,0.0008451,0.0008406
Bacillariaceae,,,,,,,,,,,,,,,,,2e-06,1e-05,,,4.15e-05,3.78e-05,3.5e-05,3.89e-05,4.67e-05
Bacillariophyceae,,,,,,,,,,,,,,,,,,,,,2.2e-06,1.3e-06,2e-06,8e-07,3.3e-06
Backusellaceae,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,
Bacteriovoracaceae,,,,,,0.0007,,,0.0007,,0.00035,0.00054,0.00042,0.00033,0.00039,0.000515,0.00044,0.00045,0.000414,0.000432,0.0004215,0.0004225,0.0004144,0.0004152,0.000421
Bacteroidaceae,,,,,,,,,0.001,,,4e-05,0.00011,,7e-05,0.000638,0.000566,0.000256,0.000379,0.000404,0.000559,0.0005324,0.0005328,0.0005535,0.0005369
Bacteroidales BS11 gut group,,,,,,,,,,,,,,,,1.8e-05,1.8e-05,2.1e-05,2e-05,1.2e-05,1.82e-05,1.88e-05,1.81e-05,1.81e-05,2.01e-05
Bacteroidales Phocaeicola,,,,,,,,,,,,,,6e-05,,1.4e-05,1.2e-05,1.4e-05,1.5e-05,1.2e-05,1.56e-05,1.69e-05,1.31e-05,1.11e-05,1.39e-05
Bacteroidales RF16 group,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,2e-07
Bacteroidales S24-7 group,,,,,,,,,,,0.00011,0.00019,,0.0001,0.00012,0.000205,0.000199,0.000169,0.000185,0.000225,0.0002383,0.0002389,0.0002479,0.0002318,0.000243
Bacteroidales UCG-001,,,,,,,,,,,,,,,,,,,,,,,4e-07,3e-07,
Bacteroidetes BD2-2,,,,,,,,,,,,0.00015,,,,4e-05,4.3e-05,2.8e-05,2.8e-05,3.9e-05,2.49e-05,2.24e-05,2.46e-05,2.37e-05,2.62e-05
Bacteroidetes VC2.1 Bac22,,,,,,,,,,,,,,,5e-05,1.5e-05,2e-05,1.3e-05,1.4e-05,2.4e-05,1.86e-05,2.24e-05,1.92e-05,1.79e-05,2.08e-05
Baeomycetaceae,,,,,,,,,,,,,,,,,,,,,,,3e-07,,3e-07
Baetidae,,,,,,,,,,,,,,0.00012,,,2.1e-05,9.9e-05,1.2e-05,,7.7e-06,3.9e-05,3.88e-05,4.4e-06,0.0001047
Balaenopteridae,,,,,,,,,,,,,,,,,,,2e-06,,4e-07,1e-06,1.5e-06,1.1e-06,1.1e-06
Balanophoraceae,,,,,,,,,,,,,,,,,,,,,,5e-07,2e-07,3e-07,3e-07
Balneolaceae,,,,,,,,,,,,,,,,1.1e-05,1e-05,3e-06,8e-06,8e-06,1.05e-05,1.88e-05,9.5e-06,1.01e-05,1.76e-05
Bangiaceae,,,,,,,,,,,,,,,,,,,,,1.9e-06,3.4e-06,2.4e-06,4.4e-06,9e-07
Barbatosporaceae,,,,,,,,,,,,,,,,,,,,,1.1e-06,1e-06,1.6e-06,,
Barbulanymphidae,,,,,,,,,,,,,,,,,,,,,2.3e-06,3.2e-06,1.8e-06,2.2e-06,1.8e-06
Bartonellaceae,,,,,,,,,,,,,,,,,,,,,7e-07,1.2e-06,5e-07,1.4e-06,1.3e-06
Baseodiscidae,,,,,,,,,,,,,,,,2e-06,,,,,,,,,8e-07
Basidiobolaceae,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,8e-07,4e-07,7e-07
Basipetospora chlamydospora   ,,,,,,,,,,,,,,,,,,,,,,4e-07,,,2e-07
Bathyarchaeia,,,,,,,,,,,,,,,,,,,,,4e-07,4e-07,2e-07,4e-07,5e-07
Bathycoccaceae,,,,,,,,,,,,,,,,,2e-06,2e-06,,,2.6e-06,1.3e-06,1.9e-06,1.3e-06,2.3e-06
Bathypalaemonellidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Bathysciadiidae,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Batrachochytrium,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,,,
Batrachospermaceae,,,,,,,,,,,,,,,,,,,,,7.3e-06,6.6e-06,6.6e-06,5.9e-06,5.5e-06
Bdellovibrionaceae,,,,,,,,,,,,,,,,,1.8e-05,,,1.8e-05,1.03e-05,1.37e-05,1.15e-05,1.14e-05,1.27e-05
Begoniaceae,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Beijerinckiaceae,,,,,,,,,,,,0.00041,,,0.00015,0.000114,0.000206,0.000111,8e-05,0.000109,0.0001303,9.63e-05,0.0001162,7.94e-05,0.0001229
Belidae,,,,,,,,,,,,,,,,,,,,,3e-07,5e-07,4e-07,6e-07,5e-07
Benthesicymidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
Berberidaceae,,,,,,,,,,,,,,,,,,,,,2e-07,5e-07,2e-07,2e-07,3e-07
Berkelbacteria,,,,,,,,,,,,,,,,,,,,,5e-07,2e-07,6e-07,3e-07,7e-07
Berkeleyaceae,,,,,,,,,,,,,,,,3e-06,5e-06,,,4e-06,4.9e-06,3.6e-06,4.3e-06,4.6e-06,4.9e-06
Bernardetiaceae,,,,,,,,0.0003,,,0.00018,0.00024,0.0002,0.00024,0.00026,0.000194,0.000197,0.000174,0.000189,0.000147,0.0001865,0.0001878,0.0001853,0.000181,0.0001886
Berothidae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,2e-07
Betulaceae,,,,,,,,,,,8e-05,0.00011,0.00017,7e-05,,8.7e-05,8.2e-05,9e-05,7.7e-05,8.1e-05,7.41e-05,7.55e-05,7.62e-05,7.8e-05,7.41e-05
Beutenbergiaceae,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07,
Bicosoeca,,,,,,,,,,,,,,,,2e-05,,,,2.7e-05,6e-07,1.52e-05,1.03e-05,1.33e-05,6e-07
Bicosoecida,,,,,,,,,,,,,,,,,,,,,7e-07,1e-06,,,1.3e-06
Bicosoecidae,,,,,,,,,,,,,,,,,,,,,1.2e-06,2e-07,1.4e-06,1.8e-06,1e-06
Biddulphiaceae,,,,,,,,,,,,,,,,,7e-06,3e-06,,,3.2e-06,2.5e-06,2.6e-06,2.7e-06,2.7e-06
Biemnidae,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Bifidobacteriaceae,,,,,,,,,,,2e-05,,,,,1.4e-05,2.9e-05,2.7e-05,3.9e-05,2.3e-05,2.61e-05,2.62e-05,3.39e-05,2.59e-05,3.34e-05
Bionectriaceae,,,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,5e-07
Biphyllidae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,2e-07
Bitectiporidae,,,,,,,,,,,,,,,,,,,,,8e-07,6e-07,6e-07,8e-07,1.1e-06
Bittacidae,,,,,,,,,,,,,,,,4e-06,3e-06,4e-06,,6e-06,4.5e-06,5.9e-06,4.5e-06,4.2e-06,4.7e-06
Bivalvulida,,,,,,,,,,,,,,,,,8.3e-05,,,,5.36e-05,5.68e-05,5.14e-05,7.26e-05,7.08e-05
Blaberidae,,,,,,,,,,,,,,,,,,,,,,,5e-07,,5e-07
Blastocatellaceae,,,,,,,,,,,,,,,,,9e-06,5e-06,1.1e-05,1.1e-05,6e-06,6.4e-06,7.4e-06,7.1e-06,5.3e-06
Blastocatellaceae (Subgroup 4),,,,,,,,,,,,2e-05,,,4e-05,6.7e-05,3.6e-05,7.9e-05,7.7e-05,9.5e-05,0.0001136,0.0001052,0.0001045,0.0001065,0.0001234
Blastocladiaceae,,,,,,,,,,,,,,,,,,,,,4e-07,3e-07,4e-07,4e-07,3e-07
Blastocladiales sp. TJ-2007a ,,,,,,,,,,,,,,,,2e-05,3.2e-05,3e-05,1.7e-05,3.1e-05,2.65e-05,2.48e-05,2.49e-05,2.29e-05,2.44e-05
Blastocystidae,,,,,,,,,,,,0.0002,,,0.0001,5.5e-05,5.8e-05,4.6e-05,6e-05,5.3e-05,5.42e-05,5.4e-05,5.49e-05,5.47e-05,5.35e-05
Blastodinium,,,,,,,,,,,,,,,,,,,,,1.1e-06,7e-07,1.1e-06,1.6e-06,1.7e-06
Blattabacteriaceae,,,,,,,,,,,,,,,,9e-06,4e-06,1.1e-05,5e-06,8e-06,8.4e-06,7.4e-06,7.5e-06,7.6e-06,6.3e-06
Blattellidae,,,,,,,,,,,,,,,,,,,,,2e-07,,3e-06,2e-07,4e-07
Blepharocorythidae,,,,,,,,,,,3e-05,8e-05,,3e-05,2e-05,4e-05,4.2e-05,3.7e-05,4.4e-05,4.4e-05,4.09e-05,4.5e-05,4.45e-05,4.26e-05,4.21e-05
Blfdi19,,,,,,,,,,,,,,,,8e-06,9e-06,1.2e-05,1.6e-05,6e-06,1.27e-05,1.4e-05,1.36e-05,1.35e-05,1.3e-05
Bodonidae,,,,,,,,,,,,,,,,,,,,2e-06,1.4e-06,2.1e-06,1.8e-06,1.5e-06,1.6e-06
Bogoriellaceae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Boletaceae,,,,,,,,,,,,,,,,5.3e-05,6.3e-05,4.6e-05,5.6e-05,6.5e-05,5.54e-05,5.96e-05,5.88e-05,5.92e-05,6.01e-05
Bolidomonas,,,,,,,,,,,,,,,,,,,,,,5e-07,2e-07,,
Boliniaceae,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,,,
Bolivinitidae,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Bonnemaisoniaceae,,,,,,,,,,,,,,,,,,,,,1e-06,3e-07,9e-07,6e-07,1e-06
Boraginaceae,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,,3e-07,2e-07
Boreidae,,,,,,,,,,,,,,,,3e-06,,,,,8e-07,8e-07,1e-06,8e-07,7e-07
Boryaceae,,,,,,,,,,,0.00049,0.00033,,0.00064,,0.000304,0.000356,0.000149,0.000292,0.000189,0.0002932,0.0002375,0.0002577,0.000265,0.000294
Bostrichidae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,7e-07
Bothrioplanidae,,,,0.025,0.01,0.0061,0.0055,0.0072,0.005,0.0045,0.00656,0.00641,0.00602,0.00591,0.00623,0.006133,0.006367,0.006198,0.006228,0.006173,0.0061642,0.0061445,0.0061849,0.0061534,0.0061999
Botryllophilidae,,,,,,,,,,,,,,,,,,,,,3.3e-06,,,2.5e-06,
Botryosphaeriales,,,,,,,,,,,,,,,,,,,,,2.4e-06,1.6e-06,1.6e-06,1.5e-06,2.1e-06
Braarudosphaera,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Braarudosphaeraceae,,,,,,,,,,,,,,,,,,,,,,,3e-07,,
Brachionidae,,,,,,,,,,,,,,,,,1.6e-05,,8e-06,,4.5e-06,5.5e-06,4.8e-06,5.7e-06,6.2e-06
Brachybasidiaceae,,,,,,,,,,,,,,,,,,,,,6e-07,,7e-07,,
Brachyceridae,,,,,,,,,,,,,,,,,,,,,,3e-07,,2e-07,2e-07
Brachyspiraceae,,,,,,,,,,,,,,,,,,,4e-06,,8e-07,8e-07,7e-07,8e-07,1.2e-06
Braconidae,,,,,,,,,,,,,,,,,,,,,2.4e-06,1.9e-06,2.6e-06,2.1e-06,5.3e-06
Bracteacoccaceae,,,,,,,,,,,,,,,,,,,,,6e-07,4e-07,5e-07,7e-07,5e-07
Bradymonadales,,,,,,,,,,,,,,,,1.7e-05,2e-05,1.7e-05,1.7e-05,1.3e-05,1.82e-05,1.82e-05,1.59e-05,1.73e-05,1.8e-05
Bradyrhizobiaceae,,,,,,,,,,,,,,,,7e-06,4.9e-05,7e-06,6.1e-05,6e-06,3.81e-05,3.96e-05,3.64e-05,4.07e-05,4.15e-05
Branchiopoda,,,,,,,,,,,,,,,,,,,,,,1.7e-06,,,
Branchiostomatidae,,,,,,,,,,,,,,,,,,,,,,4e-07,4e-07,3e-07,3e-07
Brassicaceae,,,,,,,,,,,,,,,,3e-06,6e-06,8e-06,3e-06,6e-06,1.62e-05,1.41e-05,1.79e-05,1.33e-05,1.82e-05
Brentidae,,,,,,,,,,,,,,,,,,,,,7e-07,8e-07,1e-06,2e-07,8e-07
Brevibacteriaceae,,,,,,,,,,,,,,,,4e-06,,,,,1.6e-06,1.2e-06,1.1e-06,1e-06,1.2e-06
Brigantiaeaceae,,,,,,,,,,,,,,,,,,,,,,,,6e-07,
Brocadiaceae,,,,,,,,,,,,,,,,,,,,,1e-06,1.2e-06,1.1e-06,1.7e-06,6e-07
Brucellaceae,,,,,,,,,,,,,2e-05,,,,1e-05,4e-06,,6e-06,9.5e-06,1.14e-05,9.4e-06,1.03e-05,9e-06
Bruguierivoracaceae,,,,,,,,,,,,2e-05,,,2e-05,1e-05,8e-06,7e-06,9e-06,1.2e-05,8.2e-06,8.5e-06,9.6e-06,8.2e-06,8.5e-06
Bryaceae,,,,,,,,,,,,2e-05,,,,1.2e-05,4e-06,3e-06,1.4e-05,9e-06,1.23e-05,1.21e-05,1.22e-05,1.08e-05,1.25e-05
Bryobacteraceae,,,,,,,,,,,,,,,,,,,,,1.1e-06,2.7e-06,2.3e-06,2.3e-06,2.1e-06
Bryopsidaceae,,,,,,,,,,,,,,,,,2e-06,,,,9e-07,1.2e-06,9e-07,7e-07,7e-07
Buccinidae,,,,,,,,,,,,,,,,,1e-05,8e-06,,,7.4e-06,6.6e-06,6.8e-06,6.6e-06,6.2e-06
Bugulidae,,,,,,,,,,,,,,,,,,,,,,3e-07,,3e-07,3e-07
Bulleraceae,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07,2e-07
Bunonematidae,,,,,,,,,,,,,,,,,,,,,4e-07,3e-07,3e-07,3e-07,3e-07
Buprestidae,,,,,,,,,,,,,,,2e-05,7e-06,7e-06,7e-06,3e-06,,4.6e-06,4.8e-06,5e-06,5.5e-06,5.7e-06
Burkholderiaceae,,,,,,0.0009,,,0.0007,,0.00018,0.00045,0.00018,0.00017,0.00044,0.000319,0.000303,0.000316,0.000328,0.000295,0.0003314,0.0003262,0.0003245,0.0003246,0.0003241
Burmanniaceae,0.044,0.041,0.041,0.048,0.041,0.0175,0.0178,0.0195,0.0155,0.0177,0.0175,0.0185,0.01772,0.01743,0.0184,0.017583,0.017606,0.01747,0.017596,0.017469,0.0175011,0.0174886,0.017479,0.0175043,0.0175156
Bursariidae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,
Butyricicoccaceae,,,,,,,,,,,,,,,,,,,9e-06,,2.9e-06,2.2e-06,2.2e-06,2.1e-06,1.9e-06
Buxaceae,,,,,,,,,,,,,,,,,,,,,,,,,5e-07
Buxbaumiaceae,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,
Bythocytheridae,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07,
C2U,,,,,,,,,,,,,,,,,,,,,,3e-06,,,
C86,,,,,,,,,,,,,,,,,,,,2e-06,1.2e-06,1.5e-06,1.5e-06,9e-07,1e-06
CA002,,,,,,,,,,,,,,,,1.5e-05,7e-06,9e-06,6e-06,1.1e-05,8.7e-06,7.5e-06,8.1e-06,9.3e-06,9e-06
CABC2E06,,,,,,,,,,,,,,,,,,,,,6e-07,,,,
CCA47,,,,,,,,,,,,,,,,1.7e-05,1.2e-05,,7e-06,1.1e-05,2.6e-05,1.93e-05,2.63e-05,2.76e-05,2.19e-05
CCM11a,,,,,,,,,,,,,,,,,2e-06,,7e-06,,4.9e-06,5.2e-06,6.2e-06,5.9e-06,5.7e-06
CCW10,,,,,,,,,,,,,,,,,,,,2e-06,5e-07,5e-07,2e-07,4e-07,6e-07
CMW-169,,,,,,,,,,,,,,,,,,2e-06,,,2.1e-06,2.4e-06,1.4e-06,2.6e-06,3.2e-06
COB P4-1 termite group,,,,,,,,,,,,,,,,,,,,,3e-07,7e-07,5e-07,8e-07,3e-07
Cactaceae,,,,,,,,,,,,,,,,,4.7e-05,,,,3.19e-05,8e-07,5e-07,3.24e-05,5e-07
Caeciliusidae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,4e-07
Caecitellus,,,,,,,,,,,,,,,,,,,,2e-06,,,,,3e-07
Caedibacteraceae,,,,,,,,,,,,,,,,1.1e-05,5e-06,6e-06,1e-05,9e-06,6.8e-06,7.9e-06,8e-06,8e-06,6.6e-06
Caedimonadaceae,,,,,,,,,,,2e-05,,,,,4e-06,4e-06,,2e-06,,4.9e-06,5.3e-06,5.7e-06,5.6e-06,5.6e-06
Caenarcaniphilales,,,,,,,,,,,,,,,,,,,,,,6e-07,,,6e-07
Cafeteria,,,,,,,,,,,,,,,,4e-06,,2e-06,5e-06,4e-06,3.8e-06,4.3e-06,3.2e-06,4.7e-06,3.9e-06
Cafeteriaceae,,,,,,,,,,,,,,,,,2e-06,,,,,5e-07,4e-07,2e-07,3e-07
Calanidae,,,,,,,,,,,,,,,,,,,,,4e-07,4e-07,5e-07,3e-07,
Caldicoprobacteraceae,,,,,,,,,,,,,,,,,,,,,1.4e-06,9e-07,1.2e-06,1.5e-06,
Caldilineaceae,,,,,,,,,,,,0.00014,4e-05,,6e-05,7.5e-05,5.1e-05,4.7e-05,6.3e-05,5.1e-05,5.9e-05,5.71e-05,6.03e-05,5.38e-05,6.29e-05
Caldisericaceae,,,,,,,,,,,2e-05,5e-05,4e-05,2e-05,5e-05,4.9e-05,4.3e-05,4.4e-05,4.4e-05,4.4e-05,3.87e-05,4.19e-05,4.06e-05,4.11e-05,4.11e-05
Caldithrix,,,,,,,,,,,,,,,,,2e-06,4e-06,,,1.6e-06,1.3e-06,1e-06,1.2e-06,1.3e-06
Calditrichaceae,,,,,,,,,,,,,,,,1.2e-05,9e-06,1.4e-05,9e-06,1.1e-05,1.36e-05,1.44e-05,2.67e-05,2.09e-05,1.45e-05
Caliscelidae,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,
Calliphoridae,,,,,,,,,,,,,,,,,,,,,7e-07,4e-07,6e-07,9e-07,7e-07
Calloporidae,,,,,,,,,,,,,,,,3e-06,,,3e-06,,1.4e-06,1.8e-06,2.5e-06,1.3e-06,2.2e-06
Calocalanidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Calophyllaceae,,,,,,,,,,,,,,,,,,,,,3e-07,,,2e-07,2e-07
Calotrichaceae,,,,,,,,,,,,,,,,,,,,,6e-07,9e-07,8e-07,5e-07,8e-07
Calypogeiaceae,,,,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07
Calyptosporidae,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,2e-07,,2e-07
Camallanidae,,,,,,,,,,,,,,,,5e-06,6e-06,,6e-06,,5e-06,4.5e-06,4e-06,4e-06,5.5e-06
Cambaridae,,,,,,,,,,,,,,,,,,,2e-06,,1e-06,,8e-07,9e-07,3e-07
Campanulaceae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Campylobacteraceae,,,,,,,,0.0003,,,6e-05,0.00026,6e-05,,6e-05,0.000112,0.00012,0.000114,0.000116,0.000135,0.0001148,0.0001205,0.0001177,0.0001163,0.0001204
Candaciidae,,,,,,,,,,,,,,,,,,,,,,1.4e-06,,,
Candeinidae,,,,,,,,,,,,,,,,,,,,,7e-07,6e-07,7e-07,7e-07,2e-07
Candidatus,,,,,,,,,0.0006,,0.00084,0.0014,0.00141,0.00109,0.00126,0.001194,0.001044,0.001121,0.001123,0.001039,0.0010931,0.0010913,0.001101,0.0011127,0.0011127
Candidatus Actinomarinaceae,,,,,,,,,0.0002,,0.0001,8e-05,4e-05,6e-05,0.0001,0.000106,8.6e-05,9.5e-05,9e-05,9.9e-05,0.0001033,0.0001011,9.98e-05,0.0001003,0.0001002
Candidatus Azambacteria,,,,,,,,,,,,,,,,,,,,,2.2e-06,1.5e-06,1.6e-06,1.8e-06,1.9e-06
Candidatus Berkiellaceae,,,,,,,,,,,,,,,,,,,,,1.3e-06,1.5e-06,1.6e-06,1.1e-06,1.7e-06
Candidatus Campbellbacteria,,,,,,,,,,,,,2e-05,,,1.4e-05,1.3e-05,1.1e-05,1.2e-05,1e-05,1.17e-05,1.29e-05,1.04e-05,1.31e-05,1.03e-05
Candidatus Hepatincolaceae,,,,,,,,,,,,,,,,4e-06,,2e-06,,3e-06,3.4e-06,3.6e-06,3.7e-06,3.5e-06,3.4e-06
Candidatus Izemoplasmataceae,,,,,,,,,,,,,,,,,,,,,1.2e-06,8e-07,8e-07,5e-07,9e-07
Candidatus Kaiserbacteria,,,,,,,,,,,,,4e-05,,,1.8e-05,2.1e-05,3.5e-05,2.7e-05,3.7e-05,3.14e-05,3.15e-05,3.2e-05,2.9e-05,2.89e-05
Candidatus Komeilibacteria,,,,,,,,,,,,,,,,,,,,,5e-07,3e-07,,4e-07,
